Longitude,Latitude,IndustrialWeight
7.8168432,48.1274476,1.0
12.1219725,48.9970784,1.0
8.7139798,53.0909175,1.0
10.6094658,53.8598407,1.0
10.4665462,49.462008,1.0
8.0404153,50.8849816,1.0
8.6925242,52.1635624,1.0
8.6861507,52.0410933,1.0
9.7200266,52.4195402,1.0
7.0225076,50.8245164,1.0
9.8300244,53.5936776,1.0
9.834002,53.5937813,1.0
7.6239214,48.1397254,1.0
10.3722895,52.3425483,1.0
8.8910732,48.5780758,1.0
8.9021719,48.5802205,1.0
8.6113121,52.1730306,1.0
8.7433303,49.1114382,1.0
8.7719725,49.0822584,1.0
8.8082908,49.1035556,1.0
12.7508153,50.7417192,1.0
10.624715,53.4725545,1.0
9.2359862,48.7852128,1.0
8.7149554,49.1035713,1.0
7.0695949,50.8705493,1.0
10.6168679,53.4944446,1.0
7.0636363,50.8761342,1.0
8.989197,48.7140208,1.0
8.6911605,49.1190714,1.0
8.967722,53.0429473,1.0
9.6704245,48.4520037,1.0
9.8931285,51.5474295,1.0
8.9289875,48.777584,1.0
8.9067736,48.7788001,1.0
9.8988682,51.543809,1.0
9.90302,51.5455739,1.0
8.5879234,51.9286507,1.0
12.2505322,51.6538136,1.0
8.2476361,50.0533952,1.0
13.6189942,52.6949636,1.0
13.0294067,50.9121632,1.0
9.0063738,48.6967654,1.0
8.9830928,48.708685,1.0
8.9862377,48.7093579,1.0
9.0134573,48.6932363,1.0
11.5741663,48.1957832,1.0
12.3664368,52.9308314,1.0
11.6864648,48.0285117,1.0
9.6057327,52.0543876,1.0
9.3242085,51.2845375,1.0
12.3265089,51.2321278,1.0
9.5157893,51.306136,1.0
6.9485119,50.8444615,1.0
9.1075718,51.4198894,1.0
7.5002778,50.9626428,1.0
10.7839573,48.3599804,1.0
7.1016462,49.9889384,1.0
13.6467707,51.0113396,1.0
9.2973602,52.3465664,1.0
10.7877771,48.362645,1.0
8.7193925,49.1260274,1.0
10.0452642,47.6232996,1.0
7.7707146,51.9786194,1.0
8.449756,50.1223605,1.0
8.6459279,52.1891741,1.0
9.3620599,52.3282688,1.0
8.5160974,53.7386058,1.0
7.8538334,48.3912002,1.0
9.5409333,48.0954763,1.0
8.6296008,52.2283987,1.0
13.2569671,53.841454,1.0
8.0342174,51.4221261,1.0
11.2107689,49.0919591,1.0
8.4985765,47.9515728,1.0
7.0187105,51.0502609,1.0
9.6777952,52.4031333,1.0
12.439928,50.8683867,1.0
12.5159569,50.969726,1.0
12.476319,50.9772967,1.0
6.8295847,51.2189207,1.0
9.2699059,53.3066506,1.0
9.3107301,53.2773074,1.0
7.0888198,50.7586247,1.0
8.6768448,49.2019458,1.0
9.3873654,52.3434316,1.0
12.3829974,48.1779125,1.0
8.6597298,52.1381178,1.0
11.2034394,48.8496086,1.0
8.8733286,50.0815587,1.0
12.2286877,51.3406252,1.0
12.3198703,51.3162046,1.0
8.6449213,50.2570185,1.0
13.3654494,52.539846,1.0
12.2255642,51.1379393,1.0
12.2245088,51.1968296,1.0
12.4258847,51.222735,1.0
8.8489412,50.1142737,1.0
9.9212869,53.5727172,1.0
9.9233456,53.5716683,1.0
9.8265254,53.5911569,1.0
9.8288196,53.5953315,1.0
9.8295789,53.5959811,1.0
9.8270765,53.5955613,1.0
9.8269376,53.5944705,1.0
9.8278241,53.5960482,1.0
10.8845264,54.2762578,1.0
12.3790422,51.2676051,1.0
6.0197578,50.8341469,1.0
6.1925474,51.3433897,1.0
6.4764097,51.8574739,1.0
6.7389966,52.6444088,1.0
7.8262906,48.3794282,1.0
7.8269874,48.3401318,1.0
12.396512,51.2841996,1.0
7.1661677,50.803755,1.0
12.2583808,51.3862243,1.0
8.5533964,49.048767,1.0
10.3225481,53.8249328,1.0
9.1475061,48.8314824,1.0
7.8548099,51.9201092,1.0
12.1961308,51.0701563,1.0
10.5180999,52.1632268,1.0
8.7815031,47.9628169,1.0
6.8535148,51.1653145,1.0
9.1866221,49.9958883,1.0
11.0330536,48.4719299,1.0
7.5993311,47.8076777,1.0
7.6027329,47.8097148,1.0
8.7780677,47.858955,1.0
8.7755994,47.8627089,1.0
8.4858237,50.0634113,1.0
8.7110964,48.4455658,1.0
8.8164522,48.4946022,1.0
8.5956241,50.1361696,1.0
8.5983869,50.126158,1.0
9.5559463,48.664342,1.0
8.6130808,50.2179335,1.0
8.694482,50.2688454,1.0
8.7178328,50.3065735,1.0
12.9654747,47.8462066,1.0
