Line,From_bus,To_bus,From_zone,To_zone,PreStructuralHoursBinding,StructuralHoursBinding,DeltaHoursBinding,PreStructuralCongestionRent,StructuralCongestionRent,DeltaCongestionRent
1085,B422,B421,TenneT,TenneT,0.0,0.0,0.0,29.439735304378374,-27.155145749592844,-56.59488105397122
1086,B424,B423,Amprion,Amprion,0.0,0.0,0.0,-452.1590554051799,-248.38432705794466,203.77472834723525
1087,B426,B425,Amprion,Amprion,0.0,0.0,0.0,10.9771511285776,6.519247420714701,-4.457903707862898
1088,B428,B427,Amprion,Amprion,0.0,0.0,0.0,134.6247381788842,76.15349389644429,-58.47124428243991
1089,B433,B218,Amprion,Amprion,0.0,0.0,0.0,-2469.0775177716296,-1940.885831883975,528.1916858876546
1090,B435,B434,Amprion,Amprion,0.0,0.0,0.0,94.7491774155793,50.92603518148869,-43.823142234090604
1091,B437,B436,50Hertz,50Hertz,0.0,0.0,0.0,27.34216232321143,26.9795627080771,-0.3625996151343287
1092,B441,B440,TransnetBW,TransnetBW,0.0,0.0,0.0,608.3312805534729,457.9667339066321,-150.36454664684078
1093,B443,B442,Amprion,Amprion,0.0,0.0,0.0,-590.6467646309284,-602.135177011546,-11.48841238061766
1094,B447,B446,Amprion,Amprion,0.0,0.0,0.0,-82.81992535509265,-58.41416662638394,24.40575872870871
1095,B463,B462,TransnetBW,TransnetBW,0.0,0.0,0.0,338.4287602086266,353.3905798914293,14.961819682802684
1096,B28,B462,TransnetBW,TransnetBW,0.0,0.0,0.0,36.01522457652346,37.51680414607645,1.5015795695529945
1097,B28,B463,TransnetBW,TransnetBW,0.0,0.0,0.0,51.89856639444114,54.28362544071476,2.385059046273618
1098,B471,B470,Amprion,Amprion,0.0,0.0,0.0,-216.07264004198584,-178.7924254048135,37.28021463717232
1099,B473,B472,Amprion,Amprion,0.0,0.0,0.0,-986.9753011457036,-933.858203542811,53.11709760289261
1100,B262,B474,Amprion,Amprion,0.0,0.0,0.0,-22.873208895091537,-24.746191675764184,-1.872982780672647
1101,B479,B478,Amprion,Amprion,0.0,0.0,0.0,-2581.3267158463864,-2648.4902079622493,-67.16349211586294
1102,B482,B481,TenneT,TenneT,0.0,0.0,0.0,946.8219943233061,812.521316034597,-134.30067828870904
1103,B491,B490,Amprion,Amprion,0.0,0.0,0.0,320.1290272711087,427.93145498235293,107.8024277112442
1104,B494,B493,Amprion,Amprion,0.0,0.0,0.0,-165.80130163104718,-115.09862022004101,50.70268141100617
1105,B497,B496,Amprion,Amprion,0.0,0.0,0.0,-563.8569021302417,-462.4478733914767,101.40902873876496
1106,B499,B498,TenneT,TenneT,0.0,0.0,0.0,1348.1130321148498,1200.7696287525368,-147.34340336231298
1107,B504,B503,TransnetBW,TransnetBW,0.0,0.0,0.0,0.009210886740571626,-0.554217497341752,-0.5634283840823235
1108,B511,B510,TransnetBW,TransnetBW,0.0,0.0,0.0,225.21557068916104,229.44428656788125,4.228715878720209
1109,B512,B35,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
1110,B513,B197,TransnetBW,TransnetBW,0.0,0.0,0.0,-2347.5516050727647,-2631.140187933301,-283.58858286053646
1111,B516,B515,TenneT,TenneT,0.0,0.0,0.0,-90.66374422955845,-78.23431069237725,12.429433537181197
1112,B522,B13,TenneT,TenneT,0.0,0.0,0.0,-32.48486661060455,-29.053974570543335,3.430892040061213
1113,B531,B530,50Hertz,50Hertz,0.0,0.0,0.0,79.96122090401427,60.25455243952379,-19.706668464490477
1114,B534,B533,TenneT,TenneT,0.0,0.0,0.0,467.80852690965395,451.0183327745676,-16.790194135086324
1115,B540,B539,TenneT,TenneT,0.0,0.0,0.0,180.23443056432555,806.2058777169657,625.9714471526402
1116,B60,B542,Amprion,Amprion,0.0,0.0,0.0,14.716238627201676,11.095869156111581,-3.620369471090095
1117,B554,B553,TenneT,TenneT,0.0,0.0,0.0,215.45477857825227,155.24852533054545,-60.206253247706826
1118,B557,B556,Amprion,Amprion,0.0,0.0,0.0,-1400.8773174725043,-976.9923873056642,423.88493016684004
1119,B563,B562,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
1120,B565,B564,Amprion,Amprion,0.0,0.0,0.0,158.79428926598197,104.28242948306834,-54.51185978291363
1121,B29,B571,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
1122,B578,B577,TenneT,TenneT,0.0,0.0,0.0,2.7931543720116383,6.842300722054859,4.049146350043221
1123,B582,B171,TransnetBW,TransnetBW,0.0,0.0,0.0,14.174101302586807,9.440543527172546,-4.733557775414262
1124,B588,B587,TransnetBW,TransnetBW,0.0,0.0,0.0,-528.0715356191653,-427.60313281118573,100.46840280797954
1125,B593,B592,TenneT,TenneT,0.0,0.0,0.0,137.21922404080965,36.626616917647084,-100.59260712316257
1126,B602,B601,50Hertz,50Hertz,0.0,0.0,0.0,636.8903242036998,565.8257414389396,-71.06458276476019
1127,B605,B604,TransnetBW,TransnetBW,0.0,0.0,0.0,-11549.78336144361,-11122.751522318918,427.03183912469103
1128,B607,B271,50Hertz,50Hertz,0.0,0.0,0.0,37.47286061023732,30.531790988544046,-6.9410696216932735
1129,B609,B608,TenneT,TenneT,0.0,0.0,0.0,-2363.8311680678194,-2460.813522256217,-96.9823541883975
1130,B611,B610,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
1131,B612,B239,Amprion,Amprion,0.0,0.0,0.0,677.7448462631468,511.6905863914251,-166.05425987172168
1132,B620,B619,Amprion,Amprion,0.0,0.0,0.0,-897.6897036978593,-907.995627620775,-10.305923922915781
1133,B627,B626,Amprion,Amprion,0.0,0.0,0.0,-10.459618569706786,-6.36402108655173,4.095597483155055
1134,B633,B206,TransnetBW,TransnetBW,0.0,0.0,0.0,-169.29683361929963,-159.62465510553756,9.672178513762077
1135,B635,B634,TransnetBW,TransnetBW,0.0,0.0,0.0,-5.704016898384051,-3.6420693051284205,2.0619475932556304
1136,B638,B38,TransnetBW,TransnetBW,0.0,0.0,0.0,-47.00474798072799,-37.932041882418396,9.072706098309595
1137,B639,B46,Amprion,Amprion,0.0,0.0,0.0,-172.91805016825813,-155.23024036498575,17.687809803272387
1138,B642,B641,Amprion,Amprion,0.0,0.0,0.0,-1197.3502222468462,-880.4657452001079,316.8844770467383
1139,B216,B649,Amprion,Amprion,0.0,0.0,0.0,456.665157537276,341.36587959861265,-115.29927793866335
1140,B653,B652,TransnetBW,TransnetBW,0.0,0.0,0.0,115.60570085828054,89.40370143709917,-26.20199942118137
1141,B656,B91,TenneT,TenneT,0.0,0.0,0.0,358.14888516219173,302.59426793541115,-55.55461722678058
1142,B658,B657,50Hertz,50Hertz,0.0,0.0,0.0,107.81387147219827,73.73764904000733,-34.076222432190946
1143,B660,B659,TransnetBW,TransnetBW,0.0,0.0,0.0,26.02556322307149,27.129259785228445,1.103696562156955
1144,B667,B666,Amprion,Amprion,0.0,0.0,0.0,-23.336238500463267,-14.415015129290072,8.921223371173195
1145,B72,B672,50Hertz,50Hertz,0.0,0.0,0.0,-166.20989042477407,-100.77261523688058,65.43727518789349
1146,B680,B679,TransnetBW,TransnetBW,0.0,0.0,0.0,-21.012262101447334,-25.83282410325308,-4.820562001805747
1147,B683,B682,TransnetBW,TransnetBW,0.0,0.0,0.0,-15.226508123805536,-17.173107064821977,-1.9465989410164415
1148,B687,B117,Amprion,Amprion,0.0,0.0,0.0,-97.76817462904758,-80.04372177899322,17.724452850054362
1149,B689,B105,TransnetBW,TransnetBW,0.0,0.0,0.0,1054.0417764982387,1015.8701404322228,-38.171636066015935
1150,B692,B691,TenneT,TenneT,0.0,0.0,0.0,31.557840461498007,108.83314139939546,77.27530093789746
1151,B695,B694,Amprion,Amprion,0.0,0.0,0.0,-232.4681277238501,-208.7469016820454,23.721226041804698
1152,B697,B696,TenneT,TenneT,0.0,0.0,0.0,-136.8181391200354,-77.53400710732167,59.28413201271373
1153,B238,B701,Amprion,Amprion,0.0,0.0,0.0,5.2140906193371555,13.752243291003758,8.538152671666602
1154,B718,B717,TransnetBW,TransnetBW,0.0,0.0,0.0,-29.161906838418627,-29.693877340379093,-0.5319705019604655
1155,B44,B717,TransnetBW,TransnetBW,0.0,0.0,0.0,-8.057389146649644,-7.348412891249956,0.7089762553996879
1156,B44,B718,TransnetBW,TransnetBW,0.0,0.0,0.0,-1.9988286792118175,-2.891250114458563,-0.8924214352467454
1157,B719,B116,TenneT,TenneT,0.0,0.0,0.0,126.34725342911564,-591.6781375738354,-718.0253910029511
1158,B723,B722,TransnetBW,TransnetBW,0.0,0.0,0.0,-48.225740164106924,-47.561921627140464,0.6638185369664598
1159,B727,B726,TenneT,TenneT,0.0,0.0,0.0,26.015910658366455,69.59216151507252,43.57625085670607
1160,B736,B735,TransnetBW,TransnetBW,0.0,0.0,0.0,-1.876316630522534e-13,-4.210599493379435e-13,-2.334282862856901e-13
1161,B142,B743,Amprion,Amprion,0.0,0.0,0.0,30.455219915944905,30.33564269522858,-0.1195772207163266
1162,B749,B748,50Hertz,50Hertz,0.0,0.0,0.0,135.1853392580578,332.55506256672993,197.36972330867212
1163,B750,B155,50Hertz,50Hertz,0.0,0.0,0.0,5.668499313908208,4.689850846465723,-0.9786484674424845
1164,B753,B752,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
1165,B759,B758,50Hertz,50Hertz,0.0,0.0,0.0,12.822839376584307,11.412840838040813,-1.409998538543494
1166,B766,B765,TenneT,TenneT,0.0,0.0,0.0,7502.90931549956,6158.187045034582,-1344.7222704649776
1167,B770,B769,50Hertz,50Hertz,0.0,0.0,0.0,2.668673286306522,-1.8810939510461642,-4.549767237352686
1168,B777,B776,Amprion,Amprion,0.0,0.0,0.0,30542.707641656012,22366.429946614335,-8176.277695041677
1169,B782,B781,Amprion,Amprion,0.0,0.0,0.0,-18.934061741854077,-27.861030022019705,-8.926968280165628
1170,B784,B783,Amprion,Amprion,0.0,0.0,0.0,-10.419561420668561,-3.8029267043907544,6.616634716277806
1171,B786,B785,TenneT,TenneT,0.0,0.0,0.0,-547.3085063547618,-701.5426941369057,-154.23418778214386
1172,B788,B787,Amprion,Amprion,0.0,0.0,0.0,1.294071218281853,1.3320835660248187,0.03801234774296569
1173,B221,B789,TransnetBW,TransnetBW,0.0,0.0,0.0,-39.71451803364877,-37.19483899816527,2.519679035483506
1174,B791,B78,Amprion,Amprion,0.0,0.0,0.0,11110.306848517557,9833.474258744087,-1276.8325897734703
