Line,From_bus,To_bus,From_zone,To_zone,PreStructuralHoursBinding,StructuralHoursBinding,DeltaHoursBinding,PreStructuralCongestionRent,StructuralCongestionRent,DeltaCongestionRent
250,B146,B777,Amprion,Amprion,0.0,0.0,0.0,-127848.71034409458,-107646.96955113065,20201.74079296393
251,B135,B777,Amprion,Amprion,0.0,0.0,0.0,-90842.64114116417,-77814.62473155204,13028.01640961213
252,B213,B212,Amprion,Amprion,0.0,0.0,0.0,55516.851882152674,49129.83692416056,-6387.014957992113
253,B40,B719,TenneT,TenneT,0.0,0.0,0.0,-3305.6387653762336,-18997.351647461208,-15691.712882084974
254,B215,B362,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
255,B151,B218,Amprion,Amprion,0.0,0.0,0.0,-137.98169277586027,-109.64137389825355,28.34031887760672
256,B148,B343,Amprion,Amprion,0.0,0.0,0.0,-5673.487426430578,-4782.963576419312,890.5238500112664
257,B628,B288,50Hertz,50Hertz,0.0,0.0,0.0,-2918.865574282962,-2968.752215078839,-49.886640795877156
258,B210,B647,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
259,B611,B422,50Hertz,TenneT,0.0,0.0,0.0,662.699473668716,723.4442014690658,60.74472780034978
260,B149,B244,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
261,B726,B224,TenneT,TenneT,0.0,0.0,0.0,-22.835842716738437,-15.469528681432818,7.366314035305619
262,B182,B294,TenneT,TenneT,0.0,0.0,0.0,-657.3153926344146,-607.1704832346128,50.144909399801804
263,B472,B349,Amprion,Amprion,0.0,0.0,0.0,-880.7439929735847,-821.2537781981522,59.49021477543249
264,B384,B358,Amprion,Amprion,0.0,0.0,0.0,7548.060591985706,5814.102837901401,-1733.9577540843056
265,B688,B224,TenneT,TenneT,0.0,0.0,0.0,5.642942195760897,-31.230509786407122,-36.87345198216802
266,B665,B132,TransnetBW,TransnetBW,0.0,0.0,0.0,-164.16622109960838,-155.07662183310674,9.089599266501637
267,B576,B707,TransnetBW,TransnetBW,0.0,0.0,0.0,-326.81845476424127,-426.4401332645568,-99.62167850031551
268,B186,B165,50Hertz,50Hertz,0.0,0.0,0.0,11.203706992027746,18.16217387575378,6.958466883726034
269,B717,B225,TransnetBW,TransnetBW,0.0,0.0,0.0,-41.578987266701816,-37.347759975950304,4.231227290751512
270,B621,B581,TransnetBW,TransnetBW,0.0,0.0,0.0,4488.909836341476,4518.6756543259935,29.765817984517525
271,B106,B631,TransnetBW,TransnetBW,0.0,0.0,0.0,68260.624962679,66603.99035165078,-1656.6346110282175
272,B370,B412,TransnetBW,Amprion,0.0,0.0,0.0,-291.0190355208433,-3801.0596497582096,-3510.0406142373663
273,B369,B307,TransnetBW,TransnetBW,0.0,0.0,0.0,-504.22199504327125,-444.1548575432853,60.06713749998596
274,B226,B774,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
275,B779,B716,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
276,B227,B780,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
277,B683,B699,TransnetBW,TransnetBW,0.0,0.0,0.0,-190.55564475335905,-195.69491846877088,-5.139273715411832
278,B493,B145,Amprion,Amprion,0.0,0.0,0.0,86.33801555513696,26.750813819970386,-59.58720173516657
279,B78,B691,Amprion,TenneT,0.0,0.0,0.0,-21706.723808893694,-17514.503985495292,4192.219823398402
280,B692,B775,TenneT,Amprion,0.0,0.0,0.0,-280310.11296763294,-229545.2780651597,50764.83490247323
281,B556,B78,Amprion,Amprion,0.0,0.0,0.0,254559.45056088993,208223.59208838403,-46335.858472505905
282,B258,B124,Amprion,Amprion,0.0,0.0,0.0,-0.43118549338040285,2.1925840081653023,2.623769501545705
283,B252,B125,Amprion,Amprion,0.0,0.0,0.0,-3.120516320922273,-3.799623760517924,-0.6791074395956511
284,B470,B156,Amprion,Amprion,0.0,0.0,0.0,-1501.4475253846024,-1296.8753903070642,204.57213507753818
285,B471,B157,Amprion,Amprion,0.0,0.0,0.0,-5253.020782886733,-4518.766688182117,734.2540947046164
286,B301,B231,Amprion,Amprion,0.0,0.0,0.0,-1323.7135530035496,-1107.6976832842101,216.01586971933943
287,B345,B136,Amprion,Amprion,0.0,0.0,0.0,-12761.71188702944,-11157.456536995776,1604.2553500336635
288,B235,B427,Amprion,Amprion,0.0,0.0,0.0,438.52743088805386,267.0937450694069,-171.43368581864695
289,B687,B302,Amprion,Amprion,0.0,0.0,0.0,-3290.4154841836166,-2843.0124033184597,447.4030808651569
290,B687,B518,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
291,B692,B234,TenneT,TenneT,0.0,0.0,0.0,-9598.833234116792,-4212.12670260853,5386.706531508262
292,B416,B234,TenneT,TenneT,0.0,0.0,0.0,-24519.45529164284,-10749.870346708534,13769.584944934306
293,B548,B236,Amprion,Amprion,0.0,0.0,0.0,2570.5671929899236,1898.5734361978507,-671.9937567920729
294,B701,B147,Amprion,Amprion,0.0,0.0,0.0,-136.2014536014438,-108.59787500859531,27.603578592848493
295,B238,B148,Amprion,Amprion,0.0,0.0,0.0,457.45001941280714,372.2516139915857,-85.19840542122142
296,B247,B746,Amprion,Amprion,0.0,0.0,0.0,7.824604204067667,156.82400333567955,148.99939913161188
297,B502,B301,Amprion,Amprion,0.0,0.0,0.0,-790.046321082244,-658.3438625629238,131.7024585193202
298,B150,B117,Amprion,Amprion,0.0,0.0,0.0,-493.8520236210146,-395.8528314085935,97.99919221242112
299,B150,B429,Amprion,Amprion,0.0,0.0,0.0,-497.36015000554806,-390.0200845518988,107.34006545364929
300,B778,B119,TenneT,TenneT,0.0,0.0,0.0,-1248.5255872620949,-4046.4059004393057,-2797.880313177211
301,B501,B149,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
302,B244,B500,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
303,B298,B644,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
304,B338,B339,Amprion,Amprion,0.0,0.0,0.0,-35935.08961671697,-29939.29903870064,5995.790578016331
305,B166,B222,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
306,B603,B119,TenneT,TenneT,0.0,0.0,0.0,-1996.4335336034487,-10437.06836766685,-8440.634834063401
307,B165,B530,50Hertz,50Hertz,0.0,0.0,0.0,0.90800174813733,8.802046459969974,7.894044711832644
308,B211,B210,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
309,B121,B740,Amprion,Amprion,0.0,0.0,0.0,-265.35021154805116,-221.4426094973745,43.90760205067667
310,B176,B691,Amprion,TenneT,0.0,0.0,0.0,1607.618720515825,1320.2355343047452,-287.3831862110799
311,B713,B692,Amprion,TenneT,0.0,0.0,0.0,49332.366224437435,39956.43856585673,-9375.927658580702
312,B116,B313,TenneT,TenneT,0.0,0.0,0.0,7904.901862098766,2621.7598729255546,-5283.141989173211
313,B145,B350,Amprion,Amprion,0.0,0.0,0.0,43.81558842496743,-14.312342620960546,-58.12793104592798
314,B248,B142,Amprion,Amprion,0.0,0.0,0.0,-3605.288308047403,-3048.399406995662,556.888901051741
315,B442,B266,Amprion,Amprion,0.0,0.0,0.0,-411.5687042715666,-387.127398640121,24.44130563144563
316,B113,B440,Amprion,TransnetBW,0.0,0.0,0.0,809.8481355141492,610.3064200578647,-199.54171545628458
317,B725,B255,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
318,B253,B129,Amprion,Amprion,0.0,0.0,0.0,-2151.352285081628,-1800.1953373947547,351.1569476868733
319,B496,B117,Amprion,Amprion,0.0,0.0,0.0,-810.5108336969718,-665.8394762741965,144.67135742277526
320,B184,B240,Amprion,Amprion,0.0,0.0,0.0,612.9170234495966,456.99896728519025,-155.91805616440638
321,B710,B499,TenneT,TenneT,0.0,0.0,0.0,3517.6959055690736,3421.59377913093,-96.10212643814339
322,B498,B553,TenneT,TenneT,0.0,0.0,0.0,3556.1998864324555,3459.418487938767,-96.78139849368836
323,B554,B710,TenneT,TenneT,0.0,0.0,0.0,13051.859953256006,12616.492726414754,-435.367226841252
324,B542,B493,Amprion,Amprion,0.0,0.0,0.0,-186.6737461074907,-138.0466714904427,48.62707461704801
325,B60,B494,Amprion,Amprion,0.0,0.0,0.0,-514.730250314391,-470.1212499348049,44.60900037958612
326,B205,B100,Amprion,Amprion,0.0,0.0,0.0,279.36725626944565,320.1491595728576,40.78190330341198
327,B205,B512,Amprion,Amprion,0.0,0.0,0.0,25023.80690623078,22144.821218706064,-2878.985687524717
328,B230,B791,Amprion,Amprion,0.0,0.0,0.0,-172655.17896782054,-142772.47028703813,29882.70868078241
329,B253,B528,Amprion,Amprion,0.0,0.0,0.0,719.8340305796557,431.76866956748535,-288.0653610121704
330,B128,B423,Amprion,Amprion,0.0,0.0,0.0,-13.221521808667575,-10.282994097580128,2.9385277110874473
331,B725,B253,Amprion,Amprion,0.0,0.0,0.0,2309.457197194974,1376.0296733584742,-933.4275238364999
332,B231,B694,Amprion,Amprion,0.0,0.0,0.0,1158.124535689583,884.3860159945905,-273.7385196949924
333,B637,B211,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
334,B527,B647,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
335,B246,B167,TransnetBW,TransnetBW,0.0,0.0,0.0,-14260.990749111948,-12448.645137380017,1812.345611731931
336,B732,B314,TenneT,TenneT,0.0,0.0,0.0,-14.887459908569888,-8.035589300628608,6.8518706079412794
337,B374,B254,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
338,B470,B258,Amprion,Amprion,0.0,0.0,0.0,-61.52482922696222,-46.706093110631606,14.818736116330612
339,B471,B252,Amprion,Amprion,0.0,0.0,0.0,12.145272575388008,8.982901924221963,-3.1623706511660448
340,B611,B741,50Hertz,TenneT,0.0,0.0,0.0,-0.0,-0.0,0.0
341,B278,B690,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
342,B341,B249,Amprion,Amprion,0.0,0.0,0.0,68744.20299545821,57775.55498162231,-10968.648013835904
343,B351,B353,Amprion,Amprion,0.0,0.0,0.0,-782.4074335033062,-1014.665184065849,-232.2577505625428
344,B716,B226,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
345,B269,B660,TransnetBW,TransnetBW,0.0,0.0,0.0,2.424120930344748,2.34572789475376,-0.07839303559098809
346,B13,B158,TenneT,50Hertz,0.0,0.0,0.0,714.4578850327329,638.3824484729348,-76.07543655979805
347,B607,B522,50Hertz,TenneT,0.0,0.0,0.0,1280.9261518173932,1158.8212091234711,-122.10494269392211
348,B773,B615,TenneT,TenneT,0.0,0.0,0.0,-7056.252523997715,-38874.97197468702,-31818.719450689303
349,B233,B193,50Hertz,50Hertz,0.0,0.0,0.0,6.684937759866681,5.163587474688627,-1.5213502851780545
350,B289,B753,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
351,B289,B753,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
352,B444,B289,50Hertz,50Hertz,0.0,0.0,0.0,-2146.4060720442053,-1800.319910857495,346.08616118671034
353,B569,B289,50Hertz,50Hertz,0.0,0.0,0.0,-3866.578761433073,-3204.8640037378723,661.7147576952007
354,B439,B601,50Hertz,50Hertz,0.0,0.0,0.0,-0.0,-0.0,0.0
355,B602,B396,50Hertz,50Hertz,0.0,0.0,0.0,5931.1120374096645,5528.867566170632,-402.24447123903246
356,B644,B648,Amprion,Amprion,0.0,0.0,0.0,-11121.23260487066,-6931.554244539416,4189.678360331244
357,B644,B340,Amprion,Amprion,0.0,0.0,0.0,-8496.63239955226,-5200.355648443208,3296.2767511090515
358,B612,B596,Amprion,Amprion,0.0,0.0,0.0,-14131.085022475889,-12348.03732288228,1783.0476995936097
359,B459,B154,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
360,B506,B154,Amprion,Amprion,0.0,0.0,0.0,-0.0,0.0,0.0
361,B154,B725,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
362,B154,B725,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
363,B357,B383,Amprion,Amprion,0.0,0.0,0.0,2882.688807867908,1997.3747325669522,-885.3140753009559
364,B353,B384,Amprion,Amprion,0.0,0.0,0.0,3458.9294700557266,3125.8474468408076,-333.082023214919
365,B423,B541,Amprion,Amprion,0.0,0.0,0.0,-1954.3894462962728,-1535.0730968585892,419.3163494376836
366,B427,B357,Amprion,Amprion,0.0,0.0,0.0,-225.58567880233775,-175.1688846695072,50.416794132830546
367,B541,B560,Amprion,Amprion,0.0,0.0,0.0,-1827.3609493686122,-1397.8219869175734,429.53896245103874
368,B427,B357,Amprion,Amprion,0.0,0.0,0.0,-225.5856788023364,-175.1688846695036,50.41679413283279
369,B725,B524,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
370,B434,B420,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
371,B494,B528,Amprion,Amprion,0.0,0.0,0.0,2195.234218409143,1287.8905322088926,-907.3436862002504
372,B535,B2,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
373,B2,B3,Amprion,Amprion,0.0,0.0,0.0,-3802.32428318246,-3363.561636278971,438.762646903489
374,B3,B596,Amprion,Amprion,0.0,0.0,0.0,-7369.331660904498,-6521.556973312222,847.7746875922758
375,B535,B2,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
376,B2,B3,Amprion,Amprion,0.0,0.0,0.0,-3802.3242831822677,-3363.5616362789865,438.76264690328117
377,B3,B596,Amprion,Amprion,0.0,0.0,0.0,-7369.331660904442,-6521.556973312232,847.7746875922103
378,B776,B466,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
379,B496,B371,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
380,B496,B371,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
381,B763,B629,50Hertz,50Hertz,0.0,0.0,0.0,1322.0153525666985,1385.067101358555,63.051748791856426
382,B629,B550,50Hertz,50Hertz,0.0,0.0,0.0,-57.30330983720597,-52.50324701311061,4.800062824095363
383,B4,B496,Amprion,Amprion,0.0,0.0,0.0,-4.309627445240946e-14,-0.0,4.309627445240946e-14
384,B4,B496,Amprion,Amprion,0.0,0.0,0.0,-4.346437211946826e-14,-0.0,4.346437211946826e-14
385,B410,B516,TransnetBW,TenneT,0.0,0.0,0.0,4151.255215790588,3753.72781743158,-397.5273983590082
386,B455,B515,TenneT,TenneT,0.0,0.0,0.0,-89.45913847414927,-77.05344345560773,12.405695018541536
387,B495,B466,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
388,B759,B5,50Hertz,50Hertz,0.0,0.0,0.0,143.65240304930853,126.08409597878187,-17.568307070526657
389,B5,B6,50Hertz,50Hertz,0.0,0.0,0.0,411.21850728222773,359.6242814003732,-51.59422588185453
390,B6,B406,50Hertz,50Hertz,0.0,0.0,0.0,3629.4045477213817,3206.7045966392807,-422.69995108210105
391,B759,B5,50Hertz,50Hertz,0.0,0.0,0.0,143.6524030493115,126.08409597878332,-17.568307070528164
392,B5,B6,50Hertz,50Hertz,0.0,0.0,0.0,411.2185072822271,359.6242814003725,-51.594225881854584
393,B6,B406,50Hertz,50Hertz,0.0,0.0,0.0,3629.4045477213813,3206.704596639282,-422.69995108209923
394,B457,B409,TransnetBW,TransnetBW,0.0,0.0,0.0,-0.0,-0.0,0.0
395,B578,B315,TenneT,TenneT,0.0,0.0,0.0,-85.41616433957685,-83.62670203212566,1.7894623074511884
396,B445,B286,TenneT,TenneT,0.0,0.0,0.0,2350.500998910028,2866.393324056679,515.8923251466508
397,B545,B546,TenneT,TenneT,0.0,0.0,0.0,42.39225030941339,283.698904467606,241.3066541581926
398,B566,B7,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
399,B566,B7,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
400,B470,B349,Amprion,Amprion,0.0,0.0,0.0,28.317436509919016,18.845325714637436,-9.47211079528158
401,B470,B8,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
402,B522,B607,TenneT,50Hertz,0.0,0.0,0.0,1284.347795657931,1161.9166830091813,-122.43111264874983
403,B764,B657,50Hertz,50Hertz,0.0,0.0,0.0,473.1996383105968,457.6024308042877,-15.597207506309132
404,B764,B657,50Hertz,50Hertz,0.0,0.0,0.0,473.1996383105966,457.6024308042879,-15.597207506308678
405,B299,B445,TenneT,TenneT,0.0,0.0,0.0,-732.812509366876,-677.2445442966157,55.56796507026036
406,B299,B445,TenneT,TenneT,0.0,0.0,0.0,-732.8125093668797,-677.2445442966168,55.56796507026286
407,B276,B743,Amprion,Amprion,0.0,0.0,0.0,-542.0657805954935,-530.1373160149075,11.928464580586024
408,B697,B300,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
409,B295,B10,TenneT,TenneT,0.0,0.0,0.0,2.0791740598904318e-14,0.0,-2.0791740598904318e-14
410,B295,B10,TenneT,TenneT,0.0,0.0,0.0,2.080475850039014e-14,0.0,-2.080475850039014e-14
411,B349,B496,Amprion,Amprion,0.0,0.0,0.0,-888.6233549140276,-822.4823010383977,66.14105387562984
412,B349,B496,Amprion,Amprion,0.0,0.0,0.0,-888.6233549140155,-822.4823010383991,66.14105387561642
413,B744,B743,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
414,B368,B483,TenneT,TenneT,0.0,0.0,0.0,16868.236472507426,15027.323701724736,-1840.9127707826901
415,B390,B404,50Hertz,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
416,B612,B341,Amprion,Amprion,0.0,0.0,0.0,14508.448453294857,11556.667123405168,-2951.781329889689
417,B596,B341,Amprion,Amprion,0.0,0.0,0.0,-11737.488411319118,-11519.259175913134,218.22923540598458
418,B341,B11,Amprion,Amprion,0.0,0.0,0.0,624.3884331127973,522.9036611738051,-101.48477193899225
419,B11,B479,Amprion,Amprion,0.0,0.0,0.0,-244.43937127730152,-246.9943212216124,-2.5549499443108914
420,B341,B11,Amprion,Amprion,0.0,0.0,0.0,624.3884331127277,522.9036611738055,-101.48477193892222
421,B11,B479,Amprion,Amprion,0.0,0.0,0.0,-244.43937127730152,-246.9943212216124,-2.5549499443108914
422,B559,B656,Amprion,TenneT,0.0,0.0,0.0,7716.250457111154,6414.714534227919,-1301.535922883235
423,B656,B774,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
424,B389,B559,Amprion,Amprion,0.0,0.0,0.0,-785.7144621698407,-612.659027314391,173.05543485544968
425,B559,B367,Amprion,Amprion,0.0,0.0,0.0,25697.311770378645,21263.01165473855,-4434.300115640093
426,B642,B367,Amprion,Amprion,0.0,0.0,0.0,46670.13987049754,37120.01450606663,-9550.12536443091
427,B559,B656,Amprion,TenneT,0.0,0.0,0.0,7716.250457109695,6414.714534227905,-1301.5359228817906
428,B571,B655,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
429,B571,B655,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
430,B655,B741,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
431,B655,B741,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
432,B333,B285,TenneT,TenneT,0.0,0.0,0.0,216.32793308108702,175.3095926510035,-41.018340430083526
433,B333,B285,TenneT,TenneT,0.0,0.0,0.0,216.32793308108643,175.30959265100174,-41.01834043008469
434,B355,B512,Amprion,Amprion,0.0,0.0,0.0,5250.562967025838,5521.947514907191,271.3845478813537
435,B559,B770,Amprion,50Hertz,0.0,0.0,0.0,-1265.8485666353786,-1736.1817220057417,-470.3331553703631
436,B771,B770,50Hertz,50Hertz,0.0,0.0,0.0,-1611.0766662850685,-1461.5502889554098,149.52637732965877
437,B12,B13,50Hertz,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
438,B359,B454,Amprion,Amprion,0.0,0.0,0.0,2082.902975226516,1437.8640252435994,-645.0389499829166
439,B396,B277,50Hertz,50Hertz,0.0,0.0,0.0,3665.7137786685084,3362.951365580031,-302.7624130884774
440,B539,B606,TenneT,TenneT,0.0,0.0,0.0,-1790.42032596226,-2147.877888275604,-357.45756231334417
441,B523,B522,TenneT,TenneT,0.0,0.0,0.0,-9413.42465955723,-8021.414741027118,1392.0099185301115
442,B756,B658,50Hertz,50Hertz,0.0,0.0,0.0,662.4516814653191,550.2386579369781,-112.21302352834095
443,B368,B509,TenneT,TenneT,0.0,0.0,0.0,-1.1909309321525284e-12,0.0,1.1909309321525284e-12
444,B555,B578,TenneT,TenneT,86.0,80.0,-6.0,74122.06315886881,63278.64271986576,-10843.42043900305
445,B555,B578,TenneT,TenneT,86.0,80.0,-6.0,74122.06315886881,63278.64271986576,-10843.42043900305
446,B690,B555,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
447,B690,B555,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
448,B292,B537,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
449,B684,B573,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
450,B684,B573,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
451,B18,B513,TransnetBW,TransnetBW,0.0,0.0,0.0,-48607.7893856437,-47650.844593803435,956.9447918402657
452,B329,B589,TransnetBW,TransnetBW,0.0,0.0,0.0,17326.68177835231,16205.583274439357,-1121.0985039129537
453,B547,B34,TenneT,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
454,B782,B14,Amprion,Amprion,0.0,0.0,0.0,21.462661873545287,14.048393296445713,-7.414268577099573
455,B657,B15,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
456,B721,B16,50Hertz,50Hertz,0.0,0.0,0.0,-107.01269176306546,145.56149551297844,252.57418727604392
457,B16,B289,50Hertz,50Hertz,0.0,0.0,0.0,986.5679950402566,1280.123995860576,293.55600082031947
458,B719,B593,TenneT,TenneT,0.0,0.0,0.0,2435.8744941665004,398.5489431756692,-2037.3255509908313
459,B623,B65,Amprion,Amprion,0.0,0.0,0.0,-88.35999868805467,-85.19810218846393,3.161896499590739
460,B65,B19,Amprion,Amprion,0.0,0.0,0.0,-718.8932174997782,-528.9855676702103,189.90764982956784
461,B19,B405,Amprion,Amprion,0.0,0.0,0.0,-32.84221387899185,-20.654545212676503,12.187668666315346
462,B370,B387,TransnetBW,TransnetBW,0.0,0.0,0.0,39327.61763114778,39338.88997806161,11.272346913829097
463,B370,B387,TransnetBW,TransnetBW,0.0,0.0,0.0,39327.617631141125,39338.88997806478,11.27234692365164
464,B629,B754,50Hertz,50Hertz,0.0,0.0,0.0,167.91304937230063,115.10858835698606,-52.80446101531457
465,B654,B602,50Hertz,50Hertz,0.0,0.0,0.0,238.1687577550179,228.43279122328522,-9.735966531732686
466,B454,B642,Amprion,Amprion,0.0,0.0,0.0,1120.744124168942,1240.815990574486,120.07186640554391
467,B312,B314,TenneT,TenneT,17.0,12.0,-5.0,70774.80012411655,76775.30665971947,6000.506535602923
468,B312,B314,TenneT,TenneT,0.0,0.0,0.0,70757.71964785471,76756.77804783222,5999.058399977512
469,B385,B1,TransnetBW,TransnetBW,0.0,0.0,0.0,14677.084023835221,14573.044130030243,-104.03989380497842
470,B614,B613,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
471,B478,B352,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
472,B478,B352,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
473,B465,B98,TenneT,TenneT,0.0,0.0,0.0,-238.73027805399744,-219.15540127078097,19.574876783216467
474,B386,B369,TransnetBW,TransnetBW,0.0,0.0,0.0,-387.00916049999705,-374.5240654978139,12.48509500218313
475,B386,B369,TransnetBW,TransnetBW,0.0,0.0,0.0,-387.00916049999734,-374.5240654978137,12.485095002183641
476,B387,B511,TransnetBW,TransnetBW,0.0,0.0,0.0,116948.88960624175,116262.90963360529,-685.9799726364581
477,B17,B753,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
478,B288,B360,50Hertz,50Hertz,0.0,0.0,0.0,-89.23947019796458,-94.09085909051713,-4.851388892552549
479,B288,B764,50Hertz,50Hertz,0.0,0.0,0.0,-67.28301211525977,-70.02323467937101,-2.7402225641112494
480,B456,B477,TenneT,TenneT,47.0,32.0,-15.0,3426.1469973789085,-666.8605325809688,-4093.0075299598775
481,B456,B355,TenneT,Amprion,0.0,0.0,0.0,1045.0676083962944,-198.10219368399223,-1243.1698020802867
482,B456,B355,TenneT,Amprion,0.0,0.0,0.0,1045.0676083962956,-198.10219368398165,-1243.1698020802771
483,B456,B477,TenneT,TenneT,47.0,32.0,-15.0,3426.1469973789035,-666.8605325809629,-4093.0075299598666
484,B782,B609,Amprion,TenneT,0.0,0.0,0.0,-11296.959044773608,-11745.93022247775,-448.97117770414116
485,B18,B513,TransnetBW,TransnetBW,0.0,0.0,0.0,-48607.7893856437,-47650.844593803435,956.9447918402657
486,B587,B586,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
487,B480,B19,Amprion,Amprion,0.0,0.0,0.0,-5715.985663698819,-4721.701863823948,994.283799874871
488,B19,B65,Amprion,Amprion,0.0,0.0,0.0,-718.8932174999367,-528.985567670209,189.9076498297277
489,B65,B623,Amprion,Amprion,0.0,0.0,0.0,-88.35999868805467,-85.19810218846393,3.161896499590739
490,B480,B19,Amprion,Amprion,0.0,0.0,0.0,-5715.985663698817,-4721.701863823941,994.2837998748764
491,B19,B405,Amprion,Amprion,0.0,0.0,0.0,-32.842213878991856,-20.654545212676503,12.187668666315354
492,B446,B20,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
493,B640,B441,Amprion,TransnetBW,0.0,0.0,0.0,-3533.94842434575,-3589.4766458438726,-55.52822149812255
494,B642,B640,Amprion,Amprion,0.0,0.0,0.0,-471.07374897179784,-464.27090816179793,6.802840809999907
495,B441,B642,TransnetBW,Amprion,0.0,0.0,0.0,-4262.778981000708,-4314.640249091176,-51.861268090468
496,B304,B645,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
497,B466,B776,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
498,B542,B590,Amprion,Amprion,0.0,0.0,0.0,157.04643506449517,86.05722966490981,-70.98920539958536
499,B590,B666,Amprion,Amprion,0.0,0.0,0.0,-2.541119914731504,-2.3753282364524493,0.16579167827905472
500,B542,B666,Amprion,Amprion,0.0,0.0,0.0,232.88740591838302,123.01334879669115,-109.87405712169188
501,B336,B739,Amprion,TransnetBW,0.0,0.0,0.0,-2708.6506305991893,-2847.9855322273434,-139.33490162815406
502,B455,B705,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
503,B711,B272,TenneT,TenneT,0.0,0.0,0.0,-0.0,-0.0,0.0
504,B568,B406,50Hertz,50Hertz,0.0,0.0,0.0,1185.2539775319276,1046.2849061662819,-138.96907136564573
505,B568,B406,50Hertz,50Hertz,0.0,0.0,0.0,1185.2539775319276,1046.2849061662819,-138.96907136564573
506,B568,B306,50Hertz,50Hertz,0.0,0.0,0.0,537.7191688562065,469.5552122403467,-68.16395661585977
507,B568,B306,50Hertz,50Hertz,0.0,0.0,0.0,537.7191688562065,469.5552122403467,-68.16395661585977
508,B672,B288,50Hertz,50Hertz,0.0,0.0,0.0,44.172481295954306,180.0451043724464,135.8726230764921
509,B597,B522,50Hertz,TenneT,0.0,0.0,0.0,18406.791037390234,17451.223377471186,-955.5676599190483
