Bus_id,Zone_id,Load_share_old,Demand (MW)_old,Load_share_new,Demand (MW)_new,delta_share,abs_delta_share,delta_demand_mw
B759,50Hertz,0.0099227601366924,166.80983378871295,0.0036260976101667,60.95771048792026,-0.0062966625265256995,0.0062966625265256995,-105.8521233007927
B505,TenneT,0.0047999723085069,109.96160562112426,0.0110725691777435,253.65927277909236,0.0062725968692365994,0.0062725968692365994,143.6976671579681
B766,TenneT,0.0063960355948802,146.52550023599238,0.0001409649753336,3.229338426924653,-0.0062550706195466,0.0062550706195466,-143.29616180906774
B318,50Hertz,0.0080844646492362,135.90656085932022,0.0143389452566812,241.0495710893747,0.006254480607444999,0.006254480607444999,105.14301023005447
B126,TenneT,0.0063088078838597,144.52721804976633,9.397665022252068e-05,2.152892284617681,-0.00621483123363718,0.00621483123363718,-142.37432576514865
B94,TransnetBW,0.006315912817871,61.31961857050601,0.0001030325066147,1.0003168485959832,-0.0062128803112563,0.0062128803112563,-60.31930172191002
B285,TenneT,0.0088653069628907,203.093544151472,0.0026525409105697,60.76652921205972,-0.006212766052321,0.006212766052321,-142.32701493941227
B54,TransnetBW,0.0068214099901754,66.22736424211567,0.0006196622150212,6.016145530087567,-0.0062017477751542,0.0062017477751542,-60.2112187120281
B754,50Hertz,0.0119565731004036,200.9999177734585,0.0057553777626939,96.75267715442784,-0.0062011953377097,0.0062011953377097,-104.24724061903065
B269,TransnetBW,0.0063206071427711,61.36519459737973,0.0001373766754863,1.3337557981283057,-0.0061832304672848,0.0061832304672848,-60.03143879925142
B668,TenneT,0.0044471489989729,101.87884698767114,0.0106125871924397,243.12163747416267,0.0061654381934667995,0.0061654381934667995,141.24279048649151
B531,50Hertz,0.0075126499529835,126.29388120911368,0.001349431954428,22.685071182458035,-0.0061632179985555,0.0061632179985555,-103.60881002665565
B221,TransnetBW,0.0073124150826979,70.9944099341438,0.0011518018013025,11.182555738396106,-0.0061606132813954,0.0061606132813954,-59.8118541957477
B15,50Hertz,0.0061195309478132,102.87439444342806,0.0,0.0,-0.0061195309478132,0.0061195309478132,-102.87439444342806
B22,TransnetBW,0.0061536572867465,59.744320182700655,5.724028145268236e-05,0.5557315825537299,-0.006096417005293817,0.006096417005293817,-59.18858860014692
B26,TransnetBW,0.0063244181740405,61.40219494721615,0.0002289611258107,2.222926330214827,-0.0060954570482298,0.0060954570482298,-59.17926861700133
B522,TenneT,0.0085753920982615,196.45194250065367,0.0025410527895825,58.21247014598813,-0.0060343393086790004,0.0060343393086790004,-138.23947235466554
B32,TenneT,0.0041937417551137,96.07359111955049,0.0101987270839588,233.6405990209955,0.0060049853288451,0.0060049853288451,137.567007901445
B650,TenneT,0.004149025831417,95.04920296676768,0.0101326417299601,232.126662863312,0.0059836158985431005,0.0059836158985431005,137.07745989654433
B187,50Hertz,0.0075186563558266,126.39485382622192,0.0015353753293179,25.810933647357544,-0.0059832810265087,0.0059832810265087,-100.58392017886437
B9,50Hertz,0.0066311696476781,111.47546564827783,0.0006539977205203,10.99424450005459,-0.0059771719271578,0.0059771719271578,-100.48122114822324
